tic_id,obs_id,ra,dec,file_type,calib_level,t_min,t_max,file_path,proposal_pi,obs_title
355703913,tess2018234235059-s0002-0000000355703913-0121-s,0.774459635642891,-62.4693378500782,LC,3,58353.610052372685,58381.0164269676,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018234235059-s0002-0000000355703913-0121-s_lc.fits,"Ricker, George",
355703913,tess2018206045859-s0001-0000000355703913-0120-s,0.774459635642891,-62.4693378500782,LC,3,58324.796,58352.67950421296,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000355703913-0120-s_lc.fits,"Ricker, George",
355703913,tess2018206190142-s0001-s0036-0000000355703913,0.774459635642891,-62.4693378500782,DVT,3,58324.796,59086.599976261576,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000355703913-00471_dvt.fits,"Ricker, George",
355703913,tess2023209231226-s0068-0000000355703913-0262-s,0.774459635642891,-62.4693378500782,LC,3,60154.1146933912,60181.638399421296,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000355703913-0262-s_lc.fits,"Ricker, George",
355703913,tess2018206190142-s0001-s0069-0000000355703913,0.774459635642891,-62.4693378500782,DVT,3,58324.796,60181.63562165509,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000355703913-00810_dvt.fits,"Ricker, George",
388104525,tess2020186164531-s0027-0000000388104525-0189-s,55.93342240979,-65.1938512272516,LC,3,59035.77782905,59060.1421603,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020186164531-s0027-0000000388104525-0189-s_lc.fits,"Ricker, George",
388104525,tess2020212050318-s0028-0000000388104525-0190-s,55.93342240979,-65.1938512272516,LC,3,59061.35050937,59086.59800003,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000388104525-0190-s_lc.fits,"Ricker, George",
388104525,tess2020238165205-s0029-0000000388104525-0193-s,55.93342240979,-65.1938512272516,LC,3,59087.73967633,59113.93413404,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020238165205-s0029-0000000388104525-0193-s_lc.fits,"Ricker, George",
388104525,tess2020266004630-s0030-0000000388104525-0195-s,55.93342240979,-65.1938512272516,LC,3,59115.38551841,59142.70745241,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020266004630-s0030-0000000388104525-0195-s_lc.fits,"Ricker, George",
388104525,tess2020294194027-s0031-0000000388104525-0198-s,55.93342240979,-65.1938512272516,LC,3,59144.01438594,59169.44444998,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020294194027-s0031-0000000388104525-0198-s_lc.fits,"Ricker, George",
388104525,tess2018206190142-s0001-s0036-0000000388104525,55.93342240979,-65.1938512272516,DVT,3,58324.79379202546,59253.563477523145,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000388104525-00471_dvt.fits,"Ricker, George",
388104525,tess2018206190142-s0001-s0039-0000000388104525,55.93342240979,-65.1938512272516,DVT,3,58324.79379202546,59332.07757726852,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0039-0000000388104525-00493_dvt.fits,"Ricker, George",
388104525,tess2018206190142-s0001-s0006-0000000388104525,55.93342240979,-65.1938512272516,DVT,3,58324.79381469907,58436.3504228588,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0006-0000000388104525-00196_dvt.fits,"Ricker, George",
388104525,tess2018206190142-s0001-s0009-0000000388104525,55.93342240979,-65.1938512272516,DVT,3,58324.79381469907,58515.58476850695,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0009-0000000388104525-00205_dvt.fits,"Ricker, George",
388104525,tess2018206190142-s0001-s0003-0000000388104525,55.93342240979,-65.1938512272516,DVT,3,58324.79381469907,58405.71484971065,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0003-0000000388104525-00129_dvt.fits,"Ricker, George",
97409519,tess2018206045859-s0001-0000000097409519-0120-s,332.714340885726,-30.7496563586763,LC,3,58324.798017835645,58352.68165554398,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000097409519-0120-s_lc.fits,"Ricker, George",
97409519,tess2023209231226-s0068-0000000097409519-0262-s,332.714340885726,-30.7496563586763,LC,3,60154.11534297454,60181.64052460648,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000097409519-0262-s_lc.fits,"Ricker, George",
97409519,tess2018206190142-s0001-s0069-0000000097409519,332.714340885726,-30.7496563586763,DVT,3,58324.798017835645,60181.637746851855,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000097409519-00810_dvt.fits,"Ricker, George",
25155310,tess2020294194027-s0031-0000000025155310-0198-s,63.3739396231274,-69.226822697583,LC,3,59144.0138962,59169.44401797,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020294194027-s0031-0000000025155310-0198-s_lc.fits,"Ricker, George",
25155310,tess2018206045859-s0001-0000000025155310-0120-s,63.3739396231274,-69.226822697583,LC,3,58324.79374190972,58352.6772030787,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits,"Ricker, George",
25155310,tess2021118034608-s0038-0000000025155310-0209-s,63.3739396231274,-69.226822697583,LC,3,59333.35309079861,59360.05075166667,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2021118034608-s0038-0000000025155310-0209-s_lc.fits,"Ricker, George",
25155310,tess2021065132309-s0036-0000000025155310-0207-s,63.3739396231274,-69.226822697583,LC,3,59280.40115373843,59305.48744104167,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2021065132309-s0036-0000000025155310-0207-s_lc.fits,"Ricker, George",
25155310,tess2020212050318-s0028-0000000025155310-0190-s,63.3739396231274,-69.226822697583,LC,3,59061.35041714,59086.59771691,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000025155310-0190-s_lc.fits,"Ricker, George",
25155310,tess2018206190142-s0001-s0036-0000000025155310,63.3739396231274,-69.226822697583,DVT,3,58324.79374189815,59305.48744104167,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000025155310-00471_dvt.fits,"Ricker, George",
25155310,tess2018206190142-s0001-s0009-0000000025155310,63.3739396231274,-69.226822697583,DVT,3,58324.79376458333,58567.97383524306,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0009-0000000025155310-00205_dvt.fits,"Ricker, George",
25155310,tess2018206190142-s0001-s0069-0000000025155310,63.3739396231274,-69.226822697583,DVT,3,58324.79374189815,60207.63322420139,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000025155310-00810_dvt.fits,"Ricker, George",
25155310,tess2018206190142-s0001-s0003-0000000025155310,63.3739396231274,-69.226822697583,DVT,3,58324.79376458333,58405.71436486111,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0003-0000000025155310-00129_dvt.fits,"Ricker, George",
25155310,tess2018206190142-s0001-s0065-0000000025155310,63.3739396231274,-69.226822697583,DVT,3,58324.79374189815,60096.12551217592,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0065-0000000025155310-00728_dvt.fits,"Ricker, George",
281541555,tess2020212050318-s0028-0000000281541555-0190-s,6.70247349041089,-56.3161336457353,LC,3,59061.35270581,59086.60024391,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000281541555-0190-s_lc.fits,"Ricker, George",
281541555,tess2020238165205-s0029-0000000281541555-0193-s,6.70247349041089,-56.3161336457353,LC,3,59087.74191519,59113.93597566,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020238165205-s0029-0000000281541555-0193-s_lc.fits,"Ricker, George",
281541555,tess2018234235059-s0002-0000000281541555-0121-s,6.70247349041089,-56.3161336457353,LC,3,58353.61029736111,58381.01692949074,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018234235059-s0002-0000000281541555-0121-s_lc.fits,"Ricker, George",
281541555,tess2018206045859-s0001-0000000281541555-0120-s,6.70247349041089,-56.3161336457353,LC,3,58324.79592225695,58352.67973886574,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000281541555-0120-s_lc.fits,"Ricker, George",
281541555,tess2018206190142-s0001-s0036-0000000281541555,6.70247349041089,-56.3161336457353,DVT,3,58324.79592225695,59113.93597565972,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000281541555-00471_dvt.fits,"Ricker, George",
